month,ticker,company,credit_reporting,n
2026-02,COF,CAPITAL ONE,False,1793
2026-02,COF,CAPITAL ONE,True,855
2026-03,COF,CAPITAL ONE,False,1914
2026-03,COF,CAPITAL ONE,True,974
2026-04,COF,CAPITAL ONE,False,2164
2026-04,COF,CAPITAL ONE,True,1112
2026-05,COF,CAPITAL ONE,False,2158
2026-05,COF,CAPITAL ONE,True,1077
2026-06,COF,CAPITAL ONE,False,2583
2026-06,COF,CAPITAL ONE,True,1404
2026-07,COF,CAPITAL ONE,False,1656
2026-07,COF,CAPITAL ONE,True,1051
2018-11,JPM,JPMORGAN,False,625
2020-01,JPM,JPMORGAN,False,548
2021-12,JPM,JPMORGAN,False,833
2025-02,JPM,JPMORGAN,False,1326
2025-08,JPM,JPMORGAN,False,1648
2025-11,JPM,JPMORGAN,False,1734
2025-12,JPM,JPMORGAN,False,2030
2026-01,JPM,JPMORGAN,False,2136
2026-02,JPM,JPMORGAN,False,1791
2026-02,JPM,JPMORGAN,True,389
2026-03,JPM,JPMORGAN,False,2034
2026-03,JPM,JPMORGAN,True,419
2026-04,JPM,JPMORGAN,False,1933
2026-04,JPM,JPMORGAN,True,467
2026-05,JPM,JPMORGAN,False,1797
2026-05,JPM,JPMORGAN,True,437
2026-06,JPM,JPMORGAN,False,1970
2026-06,JPM,JPMORGAN,True,414
2026-07,JPM,JPMORGAN,False,1134
2026-07,JPM,JPMORGAN,True,250
2021-12,XYZ,"Block, Inc.",False,81
2025-01,XYZ,"Block, Inc.",False,31270
2025-06,XYZ,"Block, Inc.",False,1187
2025-08,XYZ,"Block, Inc.",False,1244
2025-12,XYZ,"Block, Inc.",False,1405
2026-01,XYZ,"Block, Inc.",False,1467
2026-02,XYZ,"Block, Inc.",False,1107
2026-03,XYZ,"Block, Inc.",False,1419
2026-04,XYZ,"Block, Inc.",False,1407
2026-04,XYZ,"Block, Inc.",True,9
2026-05,XYZ,"Block, Inc.",False,1183
2026-05,XYZ,"Block, Inc.",True,10
2026-06,XYZ,"Block, Inc.",False,1383
2026-06,XYZ,"Block, Inc.",True,4
2026-07,XYZ,"Block, Inc.",False,967
2026-07,XYZ,"Block, Inc.",True,9
2014-01,WFC,WELLS FARGO,False,822
2015-12,WFC,WELLS FARGO,False,659
2016-06,WFC,WELLS FARGO,False,762
2016-10,WFC,WELLS FARGO,False,1383
2020-11,WFC,WELLS FARGO,False,457
2021-09,WFC,WELLS FARGO,False,673
2022-10,WFC,WELLS FARGO,False,703
2023-01,WFC,WELLS FARGO,False,5359
2024-02,WFC,WELLS FARGO,False,1016
2024-09,WFC,WELLS FARGO,False,1026
2025-06,WFC,WELLS FARGO,False,1183
2025-07,WFC,WELLS FARGO,False,1376
2025-12,WFC,WELLS FARGO,False,1812
2025-12,WFC,WELLS FARGO,True,305
2026-01,WFC,WELLS FARGO,True,377
2026-02,WFC,WELLS FARGO,False,1523
2026-02,WFC,WELLS FARGO,True,307
2026-03,WFC,WELLS FARGO,False,1952
2026-03,WFC,WELLS FARGO,True,341
2026-04,WFC,WELLS FARGO,False,1879
2026-04,WFC,WELLS FARGO,True,337
2026-05,WFC,WELLS FARGO,False,1711
2026-05,WFC,WELLS FARGO,True,322
2026-06,WFC,WELLS FARGO,False,1648
2026-06,WFC,WELLS FARGO,True,256
2026-07,WFC,WELLS FARGO,False,869
2026-07,WFC,WELLS FARGO,True,134
2022-07,BAC,BANK OF AMERICA,False,920
2023-09,BAC,BANK OF AMERICA,False,1
2024-08,BAC,BANK OF AMERICA,False,985
2025-03,BAC,BANK OF AMERICA,False,1052
2025-10,BAC,BANK OF AMERICA,False,1258
2025-11,BAC,BANK OF AMERICA,False,1374
2025-12,BAC,BANK OF AMERICA,False,1683
2026-01,BAC,BANK OF AMERICA,False,1829
2026-02,BAC,BANK OF AMERICA,False,1527
2026-02,BAC,BANK OF AMERICA,True,360
2026-03,BAC,BANK OF AMERICA,False,1758
2026-03,BAC,BANK OF AMERICA,True,464
2026-04,BAC,BANK OF AMERICA,False,1862
2026-04,BAC,BANK OF AMERICA,True,436
2026-05,BAC,BANK OF AMERICA,False,1795
2026-05,BAC,BANK OF AMERICA,True,420
2026-06,BAC,BANK OF AMERICA,False,1770
2026-06,BAC,BANK OF AMERICA,True,364
2026-07,BAC,BANK OF AMERICA,False,960
2026-07,BAC,BANK OF AMERICA,True,203
2012-03,C,"CITIBANK, N.A.",False,492
2014-08,C,"CITIBANK, N.A.",False,485
2017-01,C,"CITIBANK, N.A.",False,676
2017-12,C,"CITIBANK, N.A.",False,465
2022-09,C,"CITIBANK, N.A.",False,567
2025-06,C,"CITIBANK, N.A.",False,1117
2025-07,C,"CITIBANK, N.A.",False,1248
2025-12,C,"CITIBANK, N.A.",False,1654
2026-01,C,"CITIBANK, N.A.",False,1754
2026-02,C,"CITIBANK, N.A.",False,1510
2026-02,C,"CITIBANK, N.A.",True,403
2026-03,C,"CITIBANK, N.A.",False,1638
2026-03,C,"CITIBANK, N.A.",True,381
2026-04,C,"CITIBANK, N.A.",False,1748
2026-04,C,"CITIBANK, N.A.",True,459
2026-05,C,"CITIBANK, N.A.",False,1673
2026-05,C,"CITIBANK, N.A.",True,442
2026-06,C,"CITIBANK, N.A.",False,1749
2026-06,C,"CITIBANK, N.A.",True,371
2026-07,C,"CITIBANK, N.A.",False,987
2026-07,C,"CITIBANK, N.A.",True,216
2025-12,ECPG,ENCORE CAPITAL,True,320
2026-01,ECPG,ENCORE CAPITAL,False,1828
2026-01,ECPG,ENCORE CAPITAL,True,347
2026-02,ECPG,ENCORE CAPITAL,False,1662
2026-02,ECPG,ENCORE CAPITAL,True,309
2026-03,ECPG,ENCORE CAPITAL,False,2207
2026-03,ECPG,ENCORE CAPITAL,True,395
2026-04,ECPG,ENCORE CAPITAL,False,1688
2026-04,ECPG,ENCORE CAPITAL,True,379
2026-05,ECPG,ENCORE CAPITAL,False,1762
2026-05,ECPG,ENCORE CAPITAL,True,368
2026-06,ECPG,ENCORE CAPITAL,False,1975
2026-06,ECPG,ENCORE CAPITAL,True,345
2026-07,ECPG,ENCORE CAPITAL,False,1361
2026-07,ECPG,ENCORE CAPITAL,True,241
2022-05,PRAA,Portfolio Recovery,True,69
2025-11,PRAA,Portfolio Recovery,True,361
2025-12,PRAA,Portfolio Recovery,False,1581
2025-12,PRAA,Portfolio Recovery,True,357
2026-01,PRAA,Portfolio Recovery,False,1533
2026-01,PRAA,Portfolio Recovery,True,349
2026-02,PRAA,Portfolio Recovery,False,1384
2026-02,PRAA,Portfolio Recovery,True,308
2026-03,PRAA,Portfolio Recovery,False,1772
2026-03,PRAA,Portfolio Recovery,True,369
2026-04,PRAA,Portfolio Recovery,False,1596
2026-04,PRAA,Portfolio Recovery,True,402
2026-05,PRAA,Portfolio Recovery,False,1758
2026-05,PRAA,Portfolio Recovery,True,371
2026-06,PRAA,Portfolio Recovery,False,1712
2026-06,PRAA,Portfolio Recovery,True,319
2026-07,PRAA,Portfolio Recovery,False,982
2026-07,PRAA,Portfolio Recovery,True,183
2022-05,SYF,SYNCHRONY,True,184
2025-07,SYF,SYNCHRONY,False,855
2025-11,SYF,SYNCHRONY,False,962
2025-11,SYF,SYNCHRONY,True,311
2025-12,SYF,SYNCHRONY,False,1195
2026-01,SYF,SYNCHRONY,False,1309
2026-01,SYF,SYNCHRONY,True,408
2026-02,SYF,SYNCHRONY,False,1094
2026-02,SYF,SYNCHRONY,True,356
2026-03,SYF,SYNCHRONY,False,1131
2026-03,SYF,SYNCHRONY,True,373
2026-04,SYF,SYNCHRONY,False,1154
2026-04,SYF,SYNCHRONY,True,373
2026-05,SYF,SYNCHRONY,False,1259
2026-05,SYF,SYNCHRONY,True,295
2026-06,SYF,SYNCHRONY,False,1140
2026-06,SYF,SYNCHRONY,True,300
2026-07,SYF,SYNCHRONY,False,587
2026-07,SYF,SYNCHRONY,True,137
2021-02,AXP,AMERICAN EXPRESS,False,177
2025-01,AXP,AMERICAN EXPRESS,False,779
2025-12,AXP,AMERICAN EXPRESS,False,767
2026-01,AXP,AMERICAN EXPRESS,False,841
2026-02,AXP,AMERICAN EXPRESS,False,733
2026-02,AXP,AMERICAN EXPRESS,True,207
2026-03,AXP,AMERICAN EXPRESS,False,823
2026-04,AXP,AMERICAN EXPRESS,False,848
2026-04,AXP,AMERICAN EXPRESS,True,275
2026-05,AXP,AMERICAN EXPRESS,False,770
2026-05,AXP,AMERICAN EXPRESS,True,270
2026-06,AXP,AMERICAN EXPRESS,False,747
2026-06,AXP,AMERICAN EXPRESS,True,244
2026-07,AXP,AMERICAN EXPRESS,False,423
2026-07,AXP,AMERICAN EXPRESS,True,134
2023-01,BFH,Bread Financial,True,180
2025-10,BFH,Bread Financial,False,540
2025-12,BFH,Bread Financial,False,855
2025-12,BFH,Bread Financial,True,327
2026-01,BFH,Bread Financial,False,751
2026-02,BFH,Bread Financial,False,641
2026-02,BFH,Bread Financial,True,283
2026-03,BFH,Bread Financial,False,751
2026-03,BFH,Bread Financial,True,337
2026-04,BFH,Bread Financial,False,717
2026-04,BFH,Bread Financial,True,315
2026-05,BFH,Bread Financial,False,768
2026-05,BFH,Bread Financial,True,263
2026-06,BFH,Bread Financial,False,758
2026-06,BFH,Bread Financial,True,278
2026-07,BFH,Bread Financial,False,287
2026-07,BFH,Bread Financial,True,166
2025-12,PYPL,Paypal,False,981
2026-01,PYPL,Paypal,False,1219
2026-02,PYPL,Paypal,False,903
2026-02,PYPL,Paypal,True,6
2026-03,PYPL,Paypal,False,1007
2026-03,PYPL,Paypal,True,11
2026-04,PYPL,Paypal,False,1013
2026-05,PYPL,Paypal,False,1065
2026-06,PYPL,Paypal,False,1121
2026-06,PYPL,Paypal,True,16
2026-07,PYPL,Paypal,False,693
2026-07,PYPL,Paypal,True,5
2025-05,COF,DISCOVER BANK,False,385
2026-02,COF,DISCOVER BANK,False,410
2026-02,COF,DISCOVER BANK,True,237
2026-03,COF,DISCOVER BANK,True,208
2026-02,NNI,"Nelnet, Inc.",False,383
2026-02,NNI,"Nelnet, Inc.",True,231
2026-03,NNI,"Nelnet, Inc.",False,452
2026-03,NNI,"Nelnet, Inc.",True,264
2026-04,NNI,"Nelnet, Inc.",False,420
2026-04,NNI,"Nelnet, Inc.",True,260
2026-05,NNI,"Nelnet, Inc.",False,366
2026-05,NNI,"Nelnet, Inc.",True,234
2026-06,NNI,"Nelnet, Inc.",False,398
2026-06,NNI,"Nelnet, Inc.",True,177
2026-07,NNI,"Nelnet, Inc.",False,228
2026-07,NNI,"Nelnet, Inc.",True,126
2022-10,USB,U.S. BANCORP,True,49
2025-02,USB,U.S. BANCORP,False,313
2025-12,USB,U.S. BANCORP,False,524
2026-01,USB,U.S. BANCORP,False,545
2026-01,USB,U.S. BANCORP,True,100
2026-02,USB,U.S. BANCORP,False,488
2026-02,USB,U.S. BANCORP,True,89
2026-03,USB,U.S. BANCORP,False,571
2026-03,USB,U.S. BANCORP,True,97
2026-04,USB,U.S. BANCORP,False,471
2026-04,USB,U.S. BANCORP,True,101
2026-05,USB,U.S. BANCORP,False,516
2026-05,USB,U.S. BANCORP,True,83
2026-06,USB,U.S. BANCORP,False,573
2026-06,USB,U.S. BANCORP,True,88
2026-07,USB,U.S. BANCORP,False,362
2026-07,USB,U.S. BANCORP,True,57
2023-08,GS,GOLDMAN SACHS,False,1
2026-02,GS,GOLDMAN SACHS,False,406
2026-02,GS,GOLDMAN SACHS,True,135
2026-03,GS,GOLDMAN SACHS,False,519
2026-03,GS,GOLDMAN SACHS,True,165
2026-04,GS,GOLDMAN SACHS,False,405
2026-04,GS,GOLDMAN SACHS,True,126
2026-05,GS,GOLDMAN SACHS,False,404
2026-05,GS,GOLDMAN SACHS,True,118
2026-06,GS,GOLDMAN SACHS,False,410
2026-06,GS,GOLDMAN SACHS,True,101
2026-07,GS,GOLDMAN SACHS,False,268
2026-07,GS,GOLDMAN SACHS,True,63
2025-12,TD,TD BANK,False,443
2026-01,TD,TD BANK,False,492
2026-02,TD,TD BANK,False,383
2026-02,TD,TD BANK,True,135
2026-03,TD,TD BANK,False,417
2026-03,TD,TD BANK,True,183
2026-04,TD,TD BANK,False,400
2026-04,TD,TD BANK,True,175
2026-05,TD,TD BANK,False,443
2026-05,TD,TD BANK,True,132
2026-06,TD,TD BANK,False,440
2026-06,TD,TD BANK,True,139
2026-07,TD,TD BANK,False,244
2026-07,TD,TD BANK,True,98
2026-01,SAN,SANTANDER,False,443
2026-02,SAN,SANTANDER,False,340
2026-02,SAN,SANTANDER,True,191
2026-03,SAN,SANTANDER,False,434
2026-03,SAN,SANTANDER,True,263
2026-04,SAN,SANTANDER,False,406
2026-04,SAN,SANTANDER,True,241
2026-05,SAN,SANTANDER,False,390
2026-05,SAN,SANTANDER,True,203
2026-06,SAN,SANTANDER,False,431
2026-06,SAN,SANTANDER,True,220
2026-07,SAN,SANTANDER,False,213
2026-07,SAN,SANTANDER,True,127
2024-01,ALLY,ALLY FINANCIAL,False,165
2026-02,ALLY,ALLY FINANCIAL,False,296
2026-02,ALLY,ALLY FINANCIAL,True,225
2026-03,ALLY,ALLY FINANCIAL,False,349
2026-03,ALLY,ALLY FINANCIAL,True,246
2026-04,ALLY,ALLY FINANCIAL,False,305
2026-04,ALLY,ALLY FINANCIAL,True,226
2026-05,ALLY,ALLY FINANCIAL,False,321
2026-05,ALLY,ALLY FINANCIAL,True,184
2026-06,ALLY,ALLY FINANCIAL,False,372
2026-06,ALLY,ALLY FINANCIAL,True,169
2026-07,ALLY,ALLY FINANCIAL,False,214
2026-07,ALLY,ALLY FINANCIAL,True,103
2026-02,AFRM,Affirm,False,447
2026-02,AFRM,Affirm,True,240
2026-03,AFRM,Affirm,False,478
2026-04,AFRM,Affirm,False,493
2026-04,AFRM,Affirm,True,310
2026-05,AFRM,Affirm,False,497
2026-05,AFRM,Affirm,True,270
2026-06,AFRM,Affirm,False,797
2026-06,AFRM,Affirm,True,297
2026-07,AFRM,Affirm,False,390
2026-07,AFRM,Affirm,True,163
2026-02,FIS,Fidelity National Information,False,58
2026-02,FIS,Fidelity National Information,True,663
2026-04,FIS,Fidelity National Information,False,89
2026-04,FIS,Fidelity National Information,True,518
2026-05,FIS,Fidelity National Information,False,47
2026-05,FIS,Fidelity National Information,True,615
2026-06,FIS,Fidelity National Information,False,76
2026-06,FIS,Fidelity National Information,True,577
2026-07,FIS,Fidelity National Information,False,40
2026-07,FIS,Fidelity National Information,True,402
2026-01,TFC,TRUIST,False,410
2026-02,TFC,TRUIST,False,380
2026-02,TFC,TRUIST,True,98
2026-03,TFC,TRUIST,False,415
2026-03,TFC,TRUIST,True,104
2026-04,TFC,TRUIST,False,376
2026-04,TFC,TRUIST,True,114
2026-05,TFC,TRUIST,False,372
2026-05,TFC,TRUIST,True,112
2026-06,TFC,TRUIST,False,436
2026-06,TFC,TRUIST,True,112
2026-07,TFC,TRUIST,False,271
2026-07,TFC,TRUIST,True,67
2025-07,BCS,BARCLAYS,True,183
2025-09,BCS,BARCLAYS,True,154
2025-12,BCS,BARCLAYS,False,382
2026-02,BCS,BARCLAYS,False,302
2026-02,BCS,BARCLAYS,True,128
2026-03,BCS,BARCLAYS,False,401
2026-03,BCS,BARCLAYS,True,172
2026-04,BCS,BARCLAYS,False,318
2026-04,BCS,BARCLAYS,True,178
2026-05,BCS,BARCLAYS,False,348
2026-05,BCS,BARCLAYS,True,143
2026-06,BCS,BARCLAYS,False,352
2026-06,BCS,BARCLAYS,True,139
2026-07,BCS,BARCLAYS,False,178
2026-07,BCS,BARCLAYS,True,74
2025-03,RITM,Shellpoint,False,233
2025-07,RITM,Shellpoint,False,311
2026-01,RITM,Shellpoint,False,332
2026-02,RITM,Shellpoint,False,288
2026-02,RITM,Shellpoint,True,31
2026-03,RITM,Shellpoint,False,302
2026-03,RITM,Shellpoint,True,50
2026-04,RITM,Shellpoint,False,273
2026-04,RITM,Shellpoint,True,37
2026-05,RITM,Shellpoint,False,295
2026-05,RITM,Shellpoint,True,39
2026-06,RITM,Shellpoint,False,375
2026-06,RITM,Shellpoint,True,41
2026-07,RITM,Shellpoint,False,216
2026-07,RITM,Shellpoint,True,20
2024-12,MMS,Maximus,False,143
2026-02,MMS,Maximus,False,248
2026-02,MMS,Maximus,True,122
2026-03,MMS,Maximus,False,290
2026-04,MMS,Maximus,False,220
2026-04,MMS,Maximus,True,163
2026-05,MMS,Maximus,False,252
2026-05,MMS,Maximus,True,129
2026-06,MMS,Maximus,False,225
2026-06,MMS,Maximus,True,97
2026-07,MMS,Maximus,False,125
2026-07,MMS,Maximus,True,63
2026-01,OMF,OneMain,False,201
2026-02,OMF,OneMain,False,195
2026-02,OMF,OneMain,True,177
2026-03,OMF,OneMain,False,242
2026-03,OMF,OneMain,True,181
2026-04,OMF,OneMain,False,190
2026-04,OMF,OneMain,True,153
2026-05,OMF,OneMain,False,182
2026-05,OMF,OneMain,True,153
2026-06,OMF,OneMain,False,219
2026-06,OMF,OneMain,True,127
2026-07,OMF,OneMain,False,110
2026-07,OMF,OneMain,True,73
2024-03,PNC,PNC Bank,False,182
2026-01,PNC,PNC Bank,False,315
2026-02,PNC,PNC Bank,False,256
2026-02,PNC,PNC Bank,True,42
2026-03,PNC,PNC Bank,False,291
2026-03,PNC,PNC Bank,True,33
2026-04,PNC,PNC Bank,False,259
2026-04,PNC,PNC Bank,True,31
2026-05,PNC,PNC Bank,False,269
2026-05,PNC,PNC Bank,True,31
2026-06,PNC,PNC Bank,False,328
2026-07,PNC,PNC Bank,False,219
2026-07,PNC,PNC Bank,True,22
2025-11,CACC,CREDIT ACCEPTANCE,False,242
2025-12,CACC,CREDIT ACCEPTANCE,False,270
2026-02,CACC,CREDIT ACCEPTANCE,False,246
2026-02,CACC,CREDIT ACCEPTANCE,True,180
2026-03,CACC,CREDIT ACCEPTANCE,False,245
2026-03,CACC,CREDIT ACCEPTANCE,True,203
2026-04,CACC,CREDIT ACCEPTANCE,False,232
2026-04,CACC,CREDIT ACCEPTANCE,True,176
2026-05,CACC,CREDIT ACCEPTANCE,False,211
2026-05,CACC,CREDIT ACCEPTANCE,True,178
2026-06,CACC,CREDIT ACCEPTANCE,False,229
2026-06,CACC,CREDIT ACCEPTANCE,True,153
2026-07,CACC,CREDIT ACCEPTANCE,False,140
2026-07,CACC,CREDIT ACCEPTANCE,True,129
2025-07,CHYM,Chime Financial,False,575
2025-10,CHYM,Chime Financial,False,1488
2026-01,CHYM,Chime Financial,False,930
2026-02,CHYM,Chime Financial,False,795
2026-02,CHYM,Chime Financial,True,54
2026-03,CHYM,Chime Financial,False,997
2026-03,CHYM,Chime Financial,True,55
2026-04,CHYM,Chime Financial,False,961
2026-04,CHYM,Chime Financial,True,60
2026-05,CHYM,Chime Financial,False,1055
2026-05,CHYM,Chime Financial,True,69
2026-06,CHYM,Chime Financial,False,1113
2026-06,CHYM,Chime Financial,True,64
2026-07,CHYM,Chime Financial,False,660
2026-07,CHYM,Chime Financial,True,25
2026-02,SOFI,SoFi,False,261
2026-03,SOFI,SoFi,False,293
2026-04,SOFI,SoFi,False,321
2026-04,SOFI,SoFi,True,26
2026-05,SOFI,SoFi,False,272
2026-05,SOFI,SoFi,True,19
2026-06,SOFI,SoFi,False,254
2026-06,SOFI,SoFi,True,13
2026-07,SOFI,SoFi,False,178
2026-07,SOFI,SoFi,True,11
2026-01,NAVI,Navient,False,45
2026-02,NAVI,Navient,False,75
2026-03,NAVI,Navient,False,77
2026-04,NAVI,Navient,False,60
2026-05,NAVI,Navient,False,28
2026-05,NAVI,Navient,True,9
2026-06,NAVI,Navient,False,32
2026-07,NAVI,Navient,False,27
2026-07,NAVI,Navient,True,9
2019-03,COOP,Mr. Cooper,False,176
2025-09,COOP,Mr. Cooper,False,168
2026-02,COOP,Mr. Cooper,False,169
2019-08,ONIT,Ocwen,False,187
2022-04,ONIT,Ocwen,False,124
2025-12,ONIT,Ocwen,False,135
2026-01,ONIT,Ocwen,False,163
2026-01,ONIT,Ocwen,True,17
2026-02,ONIT,Ocwen,False,129
2026-02,ONIT,Ocwen,True,16
2026-03,ONIT,Ocwen,False,139
2026-03,ONIT,Ocwen,True,10
2026-04,ONIT,Ocwen,False,151
2026-04,ONIT,Ocwen,True,14
2026-05,ONIT,Ocwen,False,140
2026-06,ONIT,Ocwen,False,151
2026-06,ONIT,Ocwen,True,11
2026-07,ONIT,Ocwen,False,89
2026-07,ONIT,Ocwen,True,19
2025-12,RKT,Rocket Mortgage,False,85
2026-02,RKT,Rocket Mortgage,False,216
2026-02,RKT,Rocket Mortgage,True,36
2026-03,RKT,Rocket Mortgage,False,455
2026-04,RKT,Rocket Mortgage,False,429
2026-04,RKT,Rocket Mortgage,True,61
2026-05,RKT,Rocket Mortgage,False,415
2026-05,RKT,Rocket Mortgage,True,54
2026-06,RKT,Rocket Mortgage,False,384
2026-06,RKT,Rocket Mortgage,True,52
2026-07,RKT,Rocket Mortgage,False,224
2026-07,RKT,Rocket Mortgage,True,30
2026-01,UPST,Upstart,True,46
2026-02,UPST,Upstart,False,92
2026-03,UPST,Upstart,False,70
2026-03,UPST,Upstart,True,54
2026-04,UPST,Upstart,False,68
2026-04,UPST,Upstart,True,67
